No,Title_,City_district,Place_rooms,Price,House area,Rooms No.,Floors,Contruction,Installation,Heating,Year of construction,Land area (a)
3102,Sodyba pardavimui,Vilkaviškio r. sav.,Jakiškiai id:844955 3 kmb.,25000,81.0,3,1,,,Kietu kuru,1982,196.0
3103,Namas pardavimui,Palanga,Malūno g. id:873089 4 kmb.,298000,231.0,4,1,Plytinis,,Dujinis,2000,4.0
3104,Namas pardavimui,Rokiškio r. sav.,Čedasai id:831667 4 kmb.,92000,137.0,4,2,,,Kietu kuru,1983,40.0
3105,Kotedžas pardavimui,Palanga,S. Dariaus ir S. Girėno g. id:825290 4 kmb.,649000,154.0,4,2,,,Dujinis,2005,0.32
3106,Kotedžas pardavimui,Vilnius,"Senamiestis, Palangos g. id:793667",674545,178.0,4,1,,,,2020,45.45
3107,Kotedžas pardavimui,Šiauliai,"Pabaliai, Pramonės g. id:848959 4 kmb.",150000,116.0,4,2,Plytinis,,Dujinis,2020,2.5
3108,Sodyba pardavimui,Trakų r. sav.,Taučionys id:793666 4 kmb.,29000,90.0,4,1,,,,1977,45.45
3109,Namas pardavimui,Kėdainių r. sav.,"Kėdainiai, J. Biliūno g. id:860566",125000,137.0,4,2,,,,1949,18.0
3110,Namas pardavimui,Šiaulių r. sav.,"Sutkūnai, Naujoji g. id:848421 4 kmb.",318000,134.0,4,2,Plytinis,,Kietu kuru,2020,9.0
3111,Namas pardavimui,Šiaulių r. sav.,"Bubiai, Bokšto g. id:875616 4 kmb.",175000,143.0,4,1,Plytinis,,,2023,10.0
3112,Sodyba pardavimui,Anykščių r. sav.,Titeikiai id:845555 4 kmb.,30000,125.0,4,1,,,Kietu kuru,1940,130.0
3113,Namas pardavimui,Palanga,Vytauto g. id:810253 12 kmb.,495000,449.0,12,3,Plytinis,,Dujinis,1992,10.0
3114,Sodyba pardavimui,Trakų r. sav.,"Aukštadvaris, Skrebės g. id:853445 9 kmb.",219000,389.0,9,2,Plytinis,,,1991,39.83
3115,Namas pardavimui,Vilkaviškio r. sav.,"Pūstapėdžiai, Plačioji g. id:821728 4 kmb.",49900,107.0,4,2,Plytinis,,Dujinis,1975,15.0
3116,Namas pardavimui,Vilnius,"Antakalnis, Gvazdikų Sodų 10-oji g. id:879517 4 kmb.",390000,168.0,4,1,Plytinis,,Dujinis,2022,6.69
3117,Sodyba pardavimui,Joniškio r. sav.,"Jakiškiai, Dvaro g. id:831511 3 kmb.",15000,53.0,3,1,,,Kietu kuru,1925,43.55
3118,Namas pardavimui,Palanga,Jūratės g. id:827458,860000,285.0,4,3,Plytinis,,Dujinis,2015,6.0
3119,Sodyba pardavimui,Panevėžio r. sav.,"Janališkiai, Baltalksnių al. id:691820",8900,43.0,4,1,Karkasinis,,,1994,6.0
3120,Namas pardavimui,Panevėžio r. sav.,"Ramygala, A. Račiūno g. id:805491 3 kmb.",46900,122.0,3,1,Plytinis,,Kietu kuru,1986,25.0
3121,Namas pardavimui,Panevėžys,"Centras, Danutės g. id:841559 7 kmb.",104700,153.0,7,2,Plytinis,,Dujinis,1870,5.9
3122,Namas pardavimui,Anykščių r. sav.,"Anykščiai, Volupio g. id:791440 3 kmb.",14900,27.0,3,1,Karkasinis,,,1981,45.45
3123,Kotedžas pardavimui,Kauno r. sav.,"Domeikava, Liepų g. id:776603 4 kmb.",134000,80.0,4,2,Plytinis,,Dujinis,2022,2.0
3124,Namas pardavimui,Panevėžys,"Rožės, Mėnulio g. id:519718 5 kmb.",195000,300.0,5,2,Plytinis,,Dujinis,1992,6.67
3125,Kotedžas pardavimui,Šiauliai,"Lieporiai, Mažosios Lietuvos g. id:745117 3 kmb.",126000,97.0,3,1,Plytinis,,,2022,3.79
3126,Sodyba pardavimui,Panevėžio r. sav.,Dragonys id:878167 3 kmb.,65500,73.0,3,1,,,Kietu kuru,1970,39.34
3127,Namas pardavimui,Radviliškio r. sav.,"Radviliškis, A. Povyliaus g. id:758208 9 kmb.",250000,497.0,9,3,Plytinis,,Dujinis,1995,1.5
3128,Kotedžas pardavimui,Šiauliai,"Žaliūkiai, Aitvarų g. id:851800 4 kmb.",210000,120.0,4,2,Plytinis,,Elektrinis,2023,4.5
3129,Kotedžas pardavimui,Šiaulių r. sav.,"Gegužiai, Vaivorykštės g. id:851197 4 kmb.",135000,103.0,4,1,Plytinis,,"Dujinis, Elektrinis",2023,5.0
3130,Sodyba pardavimui,Šiaulių r. sav.,Juškaičiai II id:771849 4 kmb.,70000,160.0,4,1,,,,1986,55.46
3131,Sodyba pardavimui,Vilkaviškio r. sav.,Čyčkai id:870218 4 kmb.,28200,104.0,4,1,Plytinis,,Kietu kuru,1981,15.0
3132,Namas pardavimui,Radviliškio r. sav.,Pociūnėliai id:863026 2 kmb.,6900,64.0,2,1,,,Kietu kuru,1956,22.45
3133,Sodyba pardavimui,Vilkaviškio r. sav.,Keturvalakiai id:870213 3 kmb.,31400,131.0,3,1,Plytinis,,Kietu kuru,1972,45.45
3134,Sodyba pardavimui,Marijampolės sav.,"Igliauka, Vyturių g. id:866132 4 kmb.",35300,200.0,4,2,Plytinis,,Kietu kuru,1980,15.69
3135,Namas pardavimui,Šiaulių r. sav.,"Meškuičiai, J. Basanavičiaus g. id:849610 4 kmb.",55000,90.0,4,2,Plytinis,,Kietu kuru,1962,25.53
3136,Namas pardavimui,Anykščių r. sav.,Kurkliai id:867155 2 kmb.,17900,25.0,2,1,,,Kietu kuru,1940,45.45
3137,Namas pardavimui,Prienų r. sav.,"Prienai, Siauroji g. id:870207",55790,78.0,4,1,,,Kietu kuru,1947,6.76
3138,Namas pardavimui,Šiauliai,"Rėkyva, Kuosų g. id:861228 4 kmb.",395000,157.0,4,1,Plytinis,,Dujinis,2021,13.4
3139,Namas pardavimui,Panevėžys,"Pramonės, Upės g. id:858275",39900,33.0,4,1,,,,1932,3.96
3140,Namas pardavimui,Lazdijų r. sav.,Krosna id:868842,30500,99.0,4,1,,,,1986,45.45
3141,Namas pardavimui,Šiauliai,"Lieporiai, Tauro g. id:855517 4 kmb.",158000,136.0,4,1,Plytinis,,Elektrinis,2023,6.0
3142,Namas pardavimui,Panevėžio r. sav.,"Šeškai, Šeškų g. id:776759 3 kmb.",25000,70.0,3,2,Plytinis,,Kietu kuru,2012,5.5
3143,Namas pardavimui,Panevėžys,"Centras, Nevėžio g. id:854307",84900,240.0,4,2,Plytinis,,Dujinis,1995,45.45
3144,Namas pardavimui,Anykščių r. sav.,"Anykščiai, Ukmergės g. id:825608 5 kmb.",66500,118.0,5,2,,,Kietu kuru,1961,9.38
3145,Namas pardavimui,Anykščių r. sav.,Andrioniškis id:838894,97000,285.0,4,1,Plytinis,,,1987,26.0
3146,Namas pardavimui,Biržų r. sav.,Pasvaliečiai id:767640 5 kmb.,40000,202.0,5,2,Plytinis,,Kietu kuru,1985,49.0
3147,Sodyba pardavimui,Panevėžio r. sav.,"Miežiškiai, Trakininkų g. id:849291 4 kmb.",92000,114.0,4,2,Medinis,,"Dujinis, Kietu kuru",1974,15.0
3148,Namas pardavimui,Šiaulių r. sav.,"Kuršėnai, Gintaro g. id:689445 6 kmb.",41900,110.0,6,2,Plytinis,,"Dujinis, Kietu kuru",1975,6.0
3149,Namas pardavimui,Šiaulių r. sav.,"Aukštelkė, Rūžos g. id:686733 7 kmb.",150000,219.0,7,1,Plytinis,,Dujinis,2013,18.72
3150,Namas pardavimui,Panevėžio r. sav.,Bernatoniai id:817410 2 kmb.,37500,75.0,2,2,Karkasinis,,Elektrinis,2008,6.0
3151,Namas pardavimui,Vilkaviškio r. sav.,"Pilviškiai, Gėlių g. id:880648 3 kmb.",115000,75.0,3,1,Plytinis,,,1973,13.45
3152,Kotedžas pardavimui,Šiauliai,"Žaliūkiai, Aitvarų g. id:851799 4 kmb.",242000,146.0,4,2,Plytinis,,Elektrinis,2023,4.5
3153,Namas pardavimui,Kelmės r. sav.,"Laikšės, Šilo Pavėžupio g. id:873660 3 kmb.",60000,79.0,3,2,Karkasinis,,Elektrinis,1976,38.0
3154,Sodyba pardavimui,Anykščių r. sav.,"Debeikiai, Trumbatiškio g. id:790091 5 kmb.",45700,65.0,5,2,Karkasinis,,Kietu kuru,1970,14.63
3155,Sodyba pardavimui,Mažeikių r. sav.,"Krakiai, Krakių g. id:878067 5 kmb.",145000,115.0,5,2,Plytinis,Naujas,Kietu kuru,1981,15.69
3156,Namas pardavimui,Panevėžio r. sav.,Bernatoniai id:651878 2 kmb.,21000,36.0,2,1,,,Elektrinis,1964,0.06
3157,Namas pardavimui,Panevėžio r. sav.,"Mitkai, Mitkų g. id:650593 2 kmb.",32000,57.0,2,1,,,,1986,2.25
3158,Sodyba pardavimui,Panevėžio r. sav.,"Rimiškiai, Rimiškių g. id:789127 4 kmb.",53000,125.0,4,1,,,,1986,5.0
3159,Namas pardavimui,Panevėžio r. sav.,"Ferma, Vilniaus g. id:848086 5 kmb.",35000,150.0,5,2,,,,1986,0.25
3160,Sodyba pardavimui,Panevėžio r. sav.,"Rimiškiai, Rimiškių g. id:850265 4 kmb.",26000,125.0,4,1,,,,1964,0.5
3161,Namas pardavimui,Jurbarko r. sav.,Smalininkai id:817404 4 kmb.,179000,298.0,4,2,Plytinis,,Kietu kuru,2004,28.0
3162,Sodyba pardavimui,Šalčininkų r. sav.,"Rūdninkai, Juodupės g. id:709420 4 kmb.",249000,182.0,4,1,Plytinis,,Kietu kuru,2019,53.36
3163,Namas pardavimui,Vilniaus r. sav.,"Avižieniai, Sudervės g. id:834906 4 kmb.",374000,143.0,4,1,Plytinis,,Dujinis,2022,7.5
3164,Namas pardavimui,Molėtų r. sav.,Giedraičiai id:850987 3 kmb.,72000,133.0,3,1,,,,1995,27.8
3165,Namas pardavimui,Kaunas,"Žemieji Šančiai, Kranto 14-oji g. id:871670 4 kmb.",225000,205.0,4,2,Plytinis,,Dujinis,1981,45.45
3166,Namas pardavimui,Kupiškio r. sav.,"Biliūnai, Tuopų g. id:830276 3 kmb.",33000,125.0,3,2,Karkasinis,,Kietu kuru,1983,118.0
3167,Sodyba pardavimui,Anykščių r. sav.,"Domeikiai, Ukmergės g. id:787786 2 kmb.",49900,81.0,2,1,,,,1940,267.0
3168,Sodyba pardavimui,Biržų r. sav.,Biržai id:881030 8 kmb.,40000,113.0,8,1,,,Kietu kuru,1921,94.0
3169,Namas pardavimui,Širvintų r. sav.,"Vileikiškiai, Smailių g. id:873754 4 kmb.",95000,80.0,4,1,Plytinis,,Dujinis,2023,13.01
3170,Namas pardavimui,Klaipėdos r. sav.,Voveriškiai id:306504 5 kmb.,463392,220.0,5,2,,,,2011,228.0
3171,Namas pardavimui,Vilniaus r. sav.,Ežeraičiai id:853567 5 kmb.,485302,192.0,5,2,Plytinis,,Dujinis,2015,4.0
3172,Namas pardavimui,Klaipėdos r. sav.,"Leliai, Smeltalės g. id:204083",55000,80.0,4,1,,,,1995,7.0
3173,Namas pardavimui,Klaipėdos r. sav.,"Leliai, Vėjo g. id:227563 4 kmb.",99000,168.0,4,1,,,,2018,12.0
3174,Sodyba pardavimui,Klaipėdos r. sav.,Kalviškiai id:203640,26000,88.0,4,1,,,,1964,25.0
3175,Sodyba pardavimui,Klaipėdos r. sav.,"Rokai, Rokų g. id:636910",49000,123.0,4,1,,,,1986,39.0
3176,Sodyba pardavimui,Klaipėdos r. sav.,"Lankupiai, Mikelio Šapalo g. id:765999",55000,46.0,4,1,,,,1995,15.0
3177,Namas pardavimui,Klaipėdos r. sav.,"Dargužiai, Baublių g. id:855600 4 kmb.",249000,131.0,4,2,,,,2016,20.0
3178,Namas pardavimui,Šilutės r. sav.,Grumbliai id:844964,110000,140.0,4,1,,,,2018,6.0
3179,Namas pardavimui,Šiauliai,"Centras, M. K. Čiurlionio g. id:91531 5 kmb.",129000,190.0,5,2,,Reikia remonto,Dujinis,1978,6.4
3180,Namas pardavimui,Šiauliai,"Zokniai, Bačiūnų g. id:128518",41000,163.0,4,2,,Naujas,,2013,8.19
3181,Namas pardavimui,Šiauliai,"Rėkyva, Žilvičio Sodų 2-oji g. id:861115 5 kmb.",179000,164.0,5,1,,Įrengtas,Dujinis,2007,6.0
3182,Sodyba pardavimui,Šiaulių r. sav.,Slydžiai id:750768 4 kmb.,195000,150.0,4,2,Medinis,Įrengtas,Centrinis,1950,14.0
3183,Namas pardavimui,Klaipėdos r. sav.,"Girkaliai, Sidabro g. id:784341 4 kmb.",185000,100.0,4,1,Plytinis,,,2021,14.0
3184,Namas pardavimui,Klaipėdos r. sav.,"Mazūriškiai, Trapėnų g. id:836179 5 kmb.",130000,100.0,5,2,Plytinis,,Dujinis,2021,3.0
3185,Sodyba pardavimui,Šakių r. sav.,"Prūseliai, Miško g. id:854805 2 kmb.",11000,52.0,2,1,Medinis,,Kietu kuru,1950,26.0
3186,Namas pardavimui,Kauno r. sav.,"Jonučiai II, Sakalų tak. id:817374 4 kmb.",209000,122.0,4,1,Plytinis,,,2023,6.44
3187,Sodyba pardavimui,Radviliškio r. sav.,Skirjočiai id:877513 4 kmb.,320000,101.0,4,2,Karkasinis,,,2020,46.01
3188,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Raganių g. id:871551 3 kmb.",67000,105.0,3,2,Plytinis,,Elektrinis,2024,6.0
3189,Namas pardavimui,Klaipėda,"Tauralaukis, Vėluvos g. id:775317 4 kmb.",285000,150.0,4,1,,,,2018,6.0
3190,Namas pardavimui,Kaunas,"Aleksotas, Kalkinės g. id:880512 3 kmb.",75000,69.0,3,1,Medinis,,Centrinis,1939,9.68
3191,Kotedžas pardavimui,Klaipėda,"Alksnynė, Vikingų g. id:819245 3 kmb.",149000,95.0,3,2,,,,2001,2.0
3192,Namas pardavimui,Klaipėdos r. sav.,"Svencelė, Juodkrantės g. id:828882 5 kmb.",495000,97.0,5,2,,,,2019,5.0
3193,Namas pardavimui,Panevėžio r. sav.,"Staniūnai, Žiedų g. id:879592 2 kmb.",17000,40.0,2,1,,,,1964,45.45
3194,Namas pardavimui,Klaipėdos r. sav.,"Purmaliai, Purmalių g. id:880271 4 kmb.",495000,175.0,4,1,,,,2019,30.0
3195,Namas pardavimui,Klaipėdos r. sav.,"Žiaukos, Žvejų g. id:880138 2 kmb.",60000,70.0,2,2,Plytinis,Tvarkingas,Kietu kuru,1991,6.0
3196,Namas pardavimui,Klaipėda,"Luizė, Pakrantės g. id:205380 7 kmb.",349999,546.0,7,2,,,,2019,12.0
3197,Kotedžas pardavimui,Palanga,Klaipėdos pl. id:794009 5 kmb.,249000,173.0,5,2,,,Dujinis,2007,45.45
3198,Namas pardavimui,Šakių r. sav.,Kretkampis id:793996 4 kmb.,1100000,284.0,4,2,,,,2019,45.45
3199,Kotedžas pardavimui,Palanga,Klaipėdos pl. id:793653 5 kmb.,299000,173.0,5,2,,,Dujinis,2007,45.45
3200,Sodyba pardavimui,Klaipėda,"Joniškė, Raganių 2-oji g. id:857493 2 kmb.",45000,22.0,2,1,Plytinis,Tvarkingas,,1967,6.08
3201,Sodyba pardavimui,Jurbarko r. sav.,"Griciai, Parko g. id:879383 4 kmb.",66000,96.0,4,1,Medinis,,Kietu kuru,1950,151.0
3202,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Marių g. id:847282",35000,66.0,4,1,,,,1986,6.0
3203,Namas pardavimui,Druskininkų sav.,Leipalingis id:879151 3 kmb.,45000,70.0,3,1,Medinis,,Kietu kuru,1986,16.0
3204,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Rasos g. id:855151 4 kmb.",200000,150.0,4,1,,,,2016,10.0
3205,Namas pardavimui,Panevėžio r. sav.,"Piniava, Eglyno g. id:878132 5 kmb.",85000,235.0,5,2,,,Centrinis,1995,0.12
3206,Sodyba pardavimui,Mažeikių r. sav.,"Mažeikiai, Smėlio g. id:703112 3 kmb.",31000,64.0,3,1,Medinis,,Kietu kuru,1926,21.0
3207,Namas pardavimui,Palanga,Kurorto g. id:877327 4 kmb.,255000,149.0,4,1,Plytinis,Įrengtas,Elektrinis,2021,13.35
3208,Namas pardavimui,Ukmergės r. sav.,"Ukmergė, Matininkų g. id:876701 5 kmb.",225000,218.0,5,2,Plytinis,,Dujinis,2008,9.36
3209,Sodyba pardavimui,Palanga,Kuršių tak. id:670173,190000,460.0,4,2,Karkasinis,,Elektrinis,2000,58.0
3210,Namas pardavimui,Šilalės r. sav.,Kvėdarna id:876372 3 kmb.,37000,107.0,3,1,,,Kietu kuru,1972,28.0
3211,Namas pardavimui,Palanga,Vanagupės g. id:876225 8 kmb.,1600000,280.0,8,2,,,,2009,10.0
3212,Namas pardavimui,Palanga,Žiogupio g. id:755853 3 kmb.,189000,80.0,3,1,Plytinis,,,2022,45.45
3213,Namas pardavimui,Vilnius,"Liepkalnis, Liepkalnio g. id:875796 5 kmb.",49000,95.0,5,1,,,Kietu kuru,1909,17.0
3214,Namas pardavimui,Monciškės,Baltų g. id:759903 4 kmb.,225000,92.0,4,2,Plytinis,,Dujinis,2022,4.0
3215,Namas pardavimui,Klaipėdos r. sav.,"Aukštkiemiai, Gavaitės g. id:874934 4 kmb.",245000,200.0,4,2,Plytinis,,Centrinis,2008,24.0
3216,Namas pardavimui,Palanga,Zuikių tak. id:874712 3 kmb.,82000,52.0,3,2,Karkasinis,Įrengtas,Dujinis,1992,6.43
3217,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Karališkas tak. id:874207 4 kmb.",170000,100.0,4,2,Plytinis,,Dujinis,2023,2.6
3218,Namas pardavimui,Klaipėdos r. sav.,"Ketvergiai, Pušų g. id:788986 6 kmb.",172000,180.0,6,1,Plytinis,,,2020,15.0
3219,Namas pardavimui,Palanga,Našlaičių tak. id:874090 5 kmb.,290000,175.0,5,2,,,,2006,45.45
3220,Namas pardavimui,Tauragės r. sav.,"Tauragė, Verkių g. id:873908 3 kmb.",80000,135.0,3,1,Plytinis,,Kietu kuru,2009,6.2
3221,Namas pardavimui,Palanga,Pavasario g. id:577208 8 kmb.,339000,300.0,8,2,Plytinis,Įrengtas,Dujinis,2005,8.0
3222,Namas pardavimui,Tauragės r. sav.,"Tauragė, Didvyrių g. id:873386 5 kmb.",40000,116.0,5,1,,,Kietu kuru,1958,6.01
3223,Sodyba pardavimui,Kauno r. sav.,Karmėlava II id:873314 4 kmb.,189000,152.0,4,2,Plytinis,Tvarkingas,,2009,16.0
3224,Sodyba pardavimui,Rietavo sav.,Norgalviai id:873091 4 kmb.,23000,130.0,4,1,Rąstinis,Reikia remonto,Kietu kuru,1901,280.0
3225,Namas pardavimui,Klaipėdos r. sav.,"Dreverna, Uosių g. id:873048 2 kmb.",150000,77.0,2,1,,,,2001,17.0
3226,Kotedžas pardavimui,Palanga,Vėžių g. id:820319 3 kmb.,195000,66.0,3,1,Plytinis,,Dujinis,2022,45.45
3227,Namas pardavimui,Vilnius,"Rasos, Juodasis kel. id:808777 5 kmb.",649000,188.0,5,1,Plytinis,,Dujinis,2020,14.69
3228,Namas pardavimui,Vilnius,"Kalnėnai, Juodupio g. id:808776 5 kmb.",649000,188.0,5,1,Plytinis,,Dujinis,2020,14.69
3229,Sodyba pardavimui,Šalčininkų r. sav.,"Ažulomis, Vilniaus g. id:860968 6 kmb.",349000,286.0,6,2,Plytinis,,,2012,627.0
3230,Namas pardavimui,Vilnius,"Pilaitė, Taurupės g. id:872263 4 kmb.",279900,174.0,4,2,Plytinis,,,2023,5.0
3231,Namas pardavimui,Vilnius,"Žvėrynas, Deltuvos g. id:828640",560000,336.0,4,2,,,Dujinis,2019,45.45
3232,Namas pardavimui,Kretingos r. sav.,"Kretinga, Genių g. id:837728 3 kmb.",65000,92.0,3,1,Blokinis,Įrengtas,Dujinis,1981,8.47
3233,Namas pardavimui,Vilnius,"Antakalnis, Žirgo Sodų 2-oji g. id:871954 5 kmb.",389000,213.0,5,2,Plytinis,,Dujinis,2002,6.0
3234,Namas pardavimui,Šilalės r. sav.,"Palentinis, Palangos g. id:871710 4 kmb.",40000,160.0,4,1,Plytinis,,,2017,48.7
3235,Namas pardavimui,Panevėžys,"Vaivados, Smėlynės g. id:812611 4 kmb.",33000,65.0,4,2,,,,1986,0.04
3236,Namas pardavimui,Palanga,Mėtų skg. id:796168 7 kmb.,590000,266.0,7,2,,,,1994,4.0
3237,Namas pardavimui,Klaipėda,"Medelynas, Medelyno g. id:201993 5 kmb.",150000,160.0,5,2,,,,2001,6.0
3238,Namas pardavimui,Vilnius,"Pilaitė, Išdagų g. id:870546 4 kmb.",219000,112.0,4,1,Plytinis,,Dujinis,2023,5.0
3239,Namas pardavimui,Klaipėda,"Tauralaukis, Smėlio g. id:835956 4 kmb.",250000,271.0,4,2,Plytinis,,Dujinis,1995,15.0
3240,Namas pardavimui,Klaipėdos r. sav.,"Jakai, Spindulių g. id:853415 3 kmb.",149500,80.0,3,2,Plytinis,Tvarkingas,Dujinis,2016,1.0
3241,Sodyba pardavimui,Plungės r. sav.,"Skirpsčiai, Alkupio g. id:869860 2 kmb.",110000,50.0,2,1,Plytinis,Naujas,Kietu kuru,1820,280.0
3242,Namas pardavimui,Vilnius,"Trakų Vokė, Vanagiškių g. id:860124 5 kmb.",230000,191.0,5,2,Plytinis,,Kietu kuru,2008,9.0
3243,Kotedžas pardavimui,Palanga,Vaivorykštės g. id:653594 4 kmb.,319000,78.0,4,2,,,,2022,2.0
3244,Namas pardavimui,Klaipėda,"Vėtrungė, Minijos g. id:861459 9 kmb.",490000,376.0,9,2,Plytinis,,Dujinis,2000,7.37
3245,Namas pardavimui,Šalčininkų r. sav.,"Šalčininkai, Jubiliejinė g. id:868922 7 kmb.",119500,219.0,7,2,Plytinis,,Dujinis,1975,29.4
3246,Namas pardavimui,Palanga,Vaivorykštės g. id:682129 3 kmb.,280000,80.0,3,2,,,,2021,45.45
3247,Namas pardavimui,Kretingos r. sav.,"Kretinga, Kranto g. id:571935 10 kmb.",294000,383.0,10,1,Plytinis,,Kietu kuru,2023,15.0
3248,Sodyba pardavimui,Vilkaviškio r. sav.,Dalgėnai id:868255,42000,439.0,4,2,Plytinis,Reikia remonto,,1986,45.45
3249,Namas pardavimui,Klaipėda,"Mažasis Kaimelis, Radviliškio g. id:820161",400000,324.0,4,3,Plytinis,,Dujinis,2009,6.0
3250,Namas pardavimui,Klaipėda,"Luizė, Plytinės g. id:205597 7 kmb.",349000,260.0,7,1,,,,2019,6.0
3251,Namas pardavimui,Elektrėnų sav.,"Vievis, Liepų g. id:867642 5 kmb.",150000,264.0,5,2,Plytinis,,Kietu kuru,1995,27.0
3252,Namas pardavimui,Klaipėdos r. sav.,"Žiaukos, Aronijų tak. id:820190 4 kmb.",70000,80.0,4,2,Plytinis,,Kietu kuru,2010,6.8
3253,Kotedžas pardavimui,Klaipėdos r. sav.,Normantai id:867137 3 kmb.,150000,60.0,3,2,Plytinis,,,2015,8.0
3254,Namas pardavimui,Vilnius,"Šnipiškės, Giedraičių g. id:866908 2 kmb.",218000,68.0,2,1,,,"Centrinis, Dujinis",1956,4.07
3255,Namas pardavimui,Mažeikių r. sav.,"Mažeikiai, Ąžuolų g. id:866774 2 kmb.",32000,40.0,2,1,Karkasinis,Naujas,,1924,9.82
3256,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Sodybų g. id:819306 4 kmb.",140000,80.0,4,1,Plytinis,,,2022,8.0
3257,Namas pardavimui,Panevėžio r. sav.,"Ėriškiai, Ėriškėlių g. id:774514 5 kmb.",30000,83.0,5,1,,,,1986,0.21
3258,Namas pardavimui,Klaipėda,"Kalotė, Paribio g. id:784183 4 kmb.",163000,110.0,4,2,Plytinis,Tvarkingas,Dujinis,1939,21.0
3259,Kotedžas pardavimui,Palanga,Kunigiškių g. id:503636 4 kmb.,320000,156.0,4,3,,,,2011,2.0
3260,Sodyba pardavimui,Širvintų r. sav.,"Drublionys, Bitininkų g. id:864139 4 kmb.",267500,178.0,4,1,Plytinis,,,2008,168.0
3261,Namas pardavimui,Šiaulių r. sav.,"Drąsučiai, Mechanizatorių g. id:863726",68500,252.0,4,2,Plytinis,,Kietu kuru,1986,30.0
3262,Namas pardavimui,Palanga,Smėlio tak. id:770883 4 kmb.,690000,136.0,4,2,,,,2014,18.0
3263,Namas pardavimui,Kaunas,"Žaliakalnis, Sukilėlių pr. id:862948 3 kmb.",195000,107.0,3,2,Plytinis,,Dujinis,1983,1.07
3264,Kotedžas pardavimui,Palanga,Klaipėdos pl. id:862682 3 kmb.,190000,80.0,3,2,,,,2010,45.45
3265,Kotedžas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Vasaros g. id:784228 4 kmb.",150000,107.0,4,2,Plytinis,,Dujinis,2021,6.0
3266,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Vasaros g. id:834245",160000,90.0,4,1,Plytinis,Naujas,Dujinis,2023,5.5
3267,Kotedžas pardavimui,Vilnius,"Pilaitė, Elbingo g. id:862221 4 kmb.",315000,102.0,4,2,Plytinis,,,2016,2.21
3268,Kotedžas pardavimui,Palanga,Molo g. id:862219 3 kmb.,160000,37.0,3,2,Medinis,,Elektrinis,2021,0.5
3269,Namas pardavimui,Alytus,"Senamiestis, Šilelio g. id:862202 3 kmb.",20000,78.0,3,2,,,Kietu kuru,1959,3.55
3270,Kotedžas pardavimui,Kunigiškės,Aido tak. id:820186 3 kmb.,215000,60.0,3,2,Blokinis,Naujas,Dujinis,2022,2.5
3271,Namas pardavimui,Panevėžys,"Stetiškės, Ramygalos g. id:862089 4 kmb.",70000,98.0,4,2,,,,1995,0.025
3272,Namas pardavimui,Klaipėdos r. sav.,"Karklė, Placio g. id:809265 5 kmb.",349000,150.0,5,2,Plytinis,,Dujinis,2021,16.0
3273,Namas pardavimui,Klaipėda,"Tauralaukis, Tauro 6-oji g. id:784179 4 kmb.",214500,143.0,4,2,Plytinis,,,2023,3.68
3274,Kotedžas pardavimui,Klaipėdos r. sav.,"Slengiai, Ramioji g. id:819362 4 kmb.",157400,90.0,4,1,Plytinis,,,2023,3.5
3275,Namas pardavimui,Klaipėdos r. sav.,"Klemiškė II, Labių g. id:798228 3 kmb.",165000,80.0,3,1,Plytinis,,,2021,5.0
3276,Namas pardavimui,Klaipėdos r. sav.,"Peskojai, Rąžės g. id:784353 4 kmb.",225000,136.0,4,2,Plytinis,,,2022,15.0
3277,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Žilių g. id:787725 5 kmb.",170000,110.0,5,1,Plytinis,,Dujinis,2021,5.5
3278,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Žilių g. id:791824 3 kmb.",175000,110.0,3,1,Plytinis,,,2022,6.5
3279,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Vasaros g. id:784220 4 kmb.",140000,90.0,4,1,Plytinis,,Dujinis,2021,5.5
3280,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Agilos g. id:784219 4 kmb.",115000,80.0,4,1,Plytinis,,,2021,4.5
3281,Kotedžas pardavimui,Klaipėdos r. sav.,"Klemiškė II, Žalgirių g. id:784327 4 kmb.",185000,114.0,4,1,Plytinis,,,2021,6.0
3282,Namas pardavimui,Kretingos r. sav.,"Kretinga, Jono Karolio Chodkevičiaus g. id:571608 6 kmb.",90000,161.0,6,2,Karkasinis,Reikia remonto,,1950,6.27
3283,Namas pardavimui,Klaipėdos r. sav.,"Ginduliai, Baltrušaičių g. id:860080 4 kmb.",255000,131.0,4,2,Plytinis,,Dujinis,2017,4.5
3284,Namas pardavimui,Klaipėdos r. sav.,"Ginduliai, Baltrušaičių g. id:860021 4 kmb.",255000,131.0,4,2,,,,2018,5.0
3285,Sodyba pardavimui,Mažeikių r. sav.,"Židikai, M. Pečkauskaitės g. id:682279 4 kmb.",20000,86.0,4,1,,,Kietu kuru,1956,35.97
